,temperature_2m,dewpoint_temperature_2m,skin_temperature,surface_net_thermal_radiation_sum
2026-01-19,286.8336861928304,279.4150505065918,287.8965015411377,-7813500
2026-01-20,286.61398124694824,279.79171498616535,287.44862937927246,-6092700
2026-01-21,289.2186787923177,274.7854194641113,289.4073848724365,-5781555
2026-01-22,291.0296281178792,278.40394083658856,290.4334945678711,-4623553
2026-01-23,287.7482426961263,276.40087572733563,288.2249876658122,-8887038
2026-01-24,287.78192710876465,276.4200693766276,287.95407994588214,-8358139
2026-01-25,288.2579224904378,280.7217960357666,289.26171175638837,-7939646
2026-01-26,288.965487798055,276.1677672068278,289.36625417073566,-8638809
2026-01-27,287.2848815917969,269.560489654541,287.03400293986004,-7733041
2026-01-28,288.02944882710773,280.1595090230306,288.2921956380208,-6970349
2026-01-29,288.62672742207843,275.6800537109375,289.0100784301758,-8252600
2026-01-30,290.73763783772785,276.04260698954266,290.93060811360675,-8336762
2026-01-31,292.08655230204266,275.0769297281901,291.76868693033856,-7881208
2026-02-01,293.67942492167157,271.6791133880615,293.2353858947754,-8284898
2026-02-02,290.2548891703288,275.6048946380615,290.88696988423663,-9350860
2026-02-03,288.4771035512288,281.5544007619222,288.99904505411786,-6966756
2026-02-04,288.01251729329425,280.4426447550456,289.1770356496175,-8213150
2026-02-05,290.1933345794678,277.1583023071289,291.10204887390137,-7778280
2026-02-06,292.88522974650067,276.04466183980304,293.42591349283856,-8041798
2026-02-07,292.16595458984375,279.3490924835205,292.1205933888753,-8102342
2026-02-08,294.85204823811847,277.3627510070801,295.00592041015625,-8852452
2026-02-09,291.00637753804523,285.31478691101074,292.23118082682294,-6290600
2026-02-10,290.43460909525555,282.84964815775555,291.8558578491211,-7211502
2026-02-11,289.97049077351886,279.3815123240153,290.6303997039795,-8291712
2026-02-12,293.53527132670087,275.3055845896403,293.8957773844401,-8178362
2026-02-13,293.9418029785156,274.7324625651042,294.1270980834961,-8616666
2026-02-14,290.8358980814616,277.0697549184163,291.9184455871582,-9606422
2026-02-15,292.2587464650472,275.2318649291992,292.77003987630206,-10108200
2026-02-16,292.5887641906738,277.22094408671063,294.01355234781903,-7987450
2026-02-17,290.9119517008464,279.2091821034749,292.1709950764974,-8274624
2026-02-18,289.7966200510661,277.12291717529297,290.61227480570477,-8535122
2026-02-19,288.60172780354816,279.3282178243001,289.8618412017822,-6682584
2026-02-20,287.7949810028076,279.0304203033447,289.65342394510907,-9289121
2026-02-21,287.39345677693683,279.37783749898273,289.0033365885417,-8990058
2026-02-22,288.1546236673991,280.5033537546794,289.0982526143392,-6860628
2026-02-23,287.6650670369466,282.0518372853597,288.74698066711426,-6434644
2026-02-24,288.40053431193036,279.9250914255778,289.40095774332684,-7136940
2026-02-25,288.30505625406903,279.7700672149658,289.39197222391766,-8032367
2026-02-26,288.5394280751546,280.25730005900067,289.64183044433594,-7169173
2026-02-27,287.5733451843262,276.4725653330485,288.60566266377765,-6093773
2026-02-28,286.85033798217773,275.7145137786865,288.0196590423584,-6170072
2026-03-01,286.33649190266925,277.38369305928546,287.6127166748047,-5797038
2026-03-02,287.0095793406169,278.84785016377765,287.94729868570965,-5964442
2026-03-03,287.7202606201172,278.4855162302653,288.8773880004883,-7037426
2026-03-04,287.88735071818036,279.9804280598958,289.4653199513753,-7406902
2026-03-05,288.4870827992757,280.7056248982747,290.9290129343669,-8693548
2026-03-06,288.19227091471356,280.97581164042157,290.34788195292157,-8742292
2026-03-07,288.9519036610921,281.50032170613605,290.1699225107829,-6769002
2026-03-08,288.68942705790204,279.5080229441325,290.3549346923828,-8318856
2026-03-09,287.7618014017741,278.728759765625,289.3100280761719,-7636068
2026-03-10,288.20527839660645,277.3708019256592,289.73220761617023,-8806264
2026-03-11,289.4882475535075,277.99058469136554,291.3677266438802,-8742596
2026-03-12,290.13391367594403,280.47658284505206,292.51860936482746,-8903922
2026-03-13,291.66096623738605,281.4756495157878,292.83120091756183,-7059700
2026-03-14,290.9857457478841,282.47178077697754,291.89369201660156,-6812868
2026-03-15,289.3045228322347,280.7901299794515,290.72391573588055,-7590830
2026-03-16,289.7303155263265,280.6222807566325,291.9688841501872,-9339856
2026-03-17,291.1872278849284,279.888666788737,293.25012079874676,-9389248
2026-03-18,292.94576835632324,278.42637316385907,294.3421808878581,-8617705
2026-03-19,290.3979975382487,283.21189244588214,291.3033040364583,-6399763
